Community,Humidity,LGA,Latitude,Longitude,Month,NDVI,PopulationDensity,Rainfall,Temperature,Year,Month_Num,prevalence
Agboju,79.32786618291738,Amuwo-Odofin,6.4556,3.2908,2023-04,0.24835,5521.639648,174.83666372299194,28.33140225,2023,4,26.829687016324968
Apapa Wharf,79.68424987693638,Apapa,6.4389,3.3667,2023-04,0.11835,6621.325195,180.49905347824097,28.443321736653672,2023,4,23.72349422571471
Ijora Oloye,79.68424987693638,Apapa,6.4456,3.3554,2023-04,0.3075,10538.95508,180.49905347824097,28.443321736653672,2023,4,25.33693329
Olodi,79.68424987693638,Apapa,6.4321,3.3602,2023-04,0.1221,2067.273926,180.49905347824097,28.443321736653672,2023,4,23.745738266164903
Tincan Island,83.62097496220595,Apapa,6.4278,3.3501,2023-04,0.186025,1358.343505859375,180.94382667541504,27.283807373046898,2023,4,25.85438982587732
Sari Iganmu,79.68424987693638,Apapa,6.4403,3.3705,2023-04,0.11075,6621.325195,180.49905347824097,28.443321736653672,2023,4,20.779068647658498
Badagry Town,79.44059979981989,Badagry,6.4167,2.8833,2023-04,0.2183,1841.502441,143.04612922668457,28.37079298231339,2023,4,25.340958874797465
Topo,79.44059979981989,Badagry,6.4002,2.8701,2023-04,0.6366,581.0872192382812,126.1106457710266,28.37079298231339,2023,4,25.999114264792464
Ajido,79.44059979981989,Badagry,6.4256,2.8954,2023-04,0.5896,1825.1571044921875,143.04612922668457,28.37079298231339,2023,4,24.545599500175356
Iworo,79.44059979981989,Badagry,6.4103,2.8608,2023-04,0.8339000000000001,781.3859863,143.04612922668457,28.37079298231339,2023,4,26.052028485388707
Seme,79.44059979981989,Badagry,6.4301,2.9056,2023-04,0.4887,1364.1773681640625,151.26801681518555,28.37079298231339,2023,4,25.40760458242603
Epe Town,81.78096574959322,Epe,6.5833,3.9833,2023-04,0.2105,2684.831543,151.76642847061157,28.074113294813458,2023,4,27.803038638023306
Ejinrin,81.78096574959322,Epe,6.5701,3.9702,2023-04,0.49135,183.76519775390625,151.76642847061157,28.074113294813458,2023,4,27.83043967506395
Ise,81.78096574959322,Epe,6.5954,3.9956,2023-04,0.34435,1798.640137,151.76642847061157,28.074113294813458,2023,4,25.714990729156764
Odomola,81.78096574959322,Epe,6.5608,3.9603,2023-04,0.474,326.5197754,151.76642847061157,28.074113294813458,2023,4,26.10658224
Agbowa,81.78096574959322,Epe,6.5756,3.9754,2023-04,0.1238,1856.0240478515625,151.76642847061157,28.074113294813458,2023,4,24.527069715193523
Victoria Island,79.68424987693638,Eti-Osa,6.4286,3.4186,2023-04,0.2451,6075.92627,179.5788233280182,28.443321736653672,2023,4,25.16088541024197
Lekki Phase 1,83.62097496220595,Eti-Osa,6.4167,3.4667,2023-04,0.186025,2812.932617,174.22721529006958,27.283807373046898,2023,4,25.905628871225893
Ikoyi,79.68424987693638,Eti-Osa,6.4444,3.4333,2023-04,0.18795,6226.674316,179.5788233280182,28.443321736653672,2023,4,24.955077196529857
Ajah,83.62097496220595,Eti-Osa,6.4003,3.4832,2023-04,0.186025,2198.556641,126.1106457710266,27.283807373046898,2023,4,24.644044011439256
Sangotedo,83.62097496220595,Eti-Osa,6.3901,3.5005,2023-04,0.186025,1732.330566,126.1106457710266,27.283807373046898,2023,4,26.454423502092645
Ibeju,81.15076906457725,Ibeju-Lekki,6.4667,3.6667,2023-04,0.3716,721.3165893554686,153.4302625656128,28.242996215820312,2023,4,25.937815291654516
Lekki Free Zone,81.15076906457725,Ibeju-Lekki,6.4502,3.6832,2023-04,0.6464000000000001,730.3173828,153.4302625656128,28.242996215820312,2023,4,24.65918291304155
Akodo,81.39476026876004,Ibeju-Lekki,6.4756,3.6501,2023-04,0.36715,1351.589844,152.16625356674194,28.231659952799475,2023,4,26.23454955441303
Orimedu,81.15076906457725,Ibeju-Lekki,6.4603,3.6705,2023-04,0.3825,873.1000366210938,153.4302625656128,28.242996215820312,2023,4,24.672786784932494
Eleko,81.39476026876004,Ibeju-Lekki,6.4801,3.6408,2023-04,0.4097,1107.6112060546875,152.16625356674194,28.231659952799475,2023,4,25.577944325005966
Ogba,80.88095631812433,Ifako-Ijaye,6.6333,3.3333,2023-04,0.1703,12061.75391,174.02934741973877,28.06064215766071,2023,4,26.89398046
Iju Ishaga,80.88095631812433,Ifako-Ijaye,6.6502,3.3201,2023-04,0.18025,28389.60547,174.02934741973877,28.06064215766071,2023,4,26.00825165013545
Ojodu,80.88095631812433,Ifako-Ijaye,6.6403,3.3405,2023-04,0.147,11477.36816,174.02934741973877,28.06064215766071,2023,4,26.32968620284899
Alagbado,80.36289193069499,Ifako-Ijaye,6.6601,3.3108,2023-04,0.1702,29026.18164,168.11360216140747,27.977333238389804,2023,4,26.190441374130664
Ijaiye,80.88095631812433,Ifako-Ijaye,6.6205,3.3254,2023-04,0.1364,18660.7168,174.02934741973877,28.06064215766071,2023,4,23.44243372377188
Maryland,80.92094553211054,Ikeja,6.575,3.365,2023-04,0.2295,25513,173.89209008216858,28.17310418023004,2023,4,24.312041150279757
Oregun,80.92094553211054,Ikeja,6.5667,3.3702,2023-04,0.2444,29538.03516,173.89209008216858,28.17310418023004,2023,4,24.745911925222227
Alausa,80.88095631812433,Ikeja,6.5833,3.3501,2023-04,0.165,29430.25586,181.76510286331177,28.06064215766071,2023,4,26.045684062844465
Ojota,80.92094553211054,Ikeja,6.5603,3.3805,2023-04,0.177,25997.7793,173.89209008216858,28.17310418023004,2023,4,23.97614671790364
Onigbongbo,80.92094553211054,Ikeja,6.5901,3.3608,2023-04,0.26285,25328.87695,173.89209008216858,28.17310418023004,2023,4,24.06174760741495
Odogunyan,81.35999386508809,Ikorodu,6.6833,3.5167,2023-04,0.2737,3052.742188,168.83293271064758,27.99629753960505,2023,4,24.976055715739125
Igbogbo,81.35999386508809,Ikorodu,6.6702,3.5301,2023-04,0.2977,3572.070801,168.83293271064758,27.99629753960505,2023,4,25.015897596838414
Imota,82.21087204706025,Ikorodu,6.6603,3.5505,2023-04,0.6251,1285.665527,170.10730481147766,27.89299350314667,2023,4,24.10250343047133
Ijede,81.35999386508809,Ikorodu,6.6901,3.5408,2023-04,0.4126,1270.9117431640625,168.83293271064758,27.99629753960505,2023,4,25.166004476074114
Agura,81.35999386508809,Ikorodu,6.6756,3.5203,2023-04,0.35655,3621.723633,168.83293271064758,27.99629753960505,2023,4,25.418601035806518
Ketu,80.92094553211054,Kosofe,6.5833,3.3833,2023-04,0.10075,25533.94531,173.89209008216858,28.17310418023004,2023,4,24.98393159188659
Mile 12,80.92094553211054,Kosofe,6.5702,3.3901,2023-04,0.1985,16760.66211,173.89209008216858,28.17310418023004,2023,4,24.59754993719677
Ojodu Berger,80.92094553211054,Kosofe,6.5903,3.3705,2023-04,0.32255,22570.35742,173.89209008216858,28.17310418023004,2023,4,23.800164198386803
Magodo,80.92094553211054,Kosofe,6.6001,3.3608,2023-04,0.2333,28963.81055,175.27735590934753,28.17310418023004,2023,4,24.77960742408088
Alapere,80.92094553211054,Kosofe,6.5656,3.3954,2023-04,0.27785,17359.45313,173.89209008216858,28.17310418023004,2023,4,24.689316824546562
Idumota,80.19025220371687,Lagos Island,6.4556,3.4,2023-04,0.0682,15736.19824,168.8581337928772,28.354055786132903,2023,4,22.070797226671846
Ebute Elefun,80.19025220371687,Lagos Island,6.4503,3.4102,2023-04,0.23985,15303.74219,164.3534107208252,28.354055786132903,2023,4,23.325609651847575
Isale Eko,80.19025220371687,Lagos Island,6.4601,3.3954,2023-04,0.1604,10023.75195,168.8581337928772,28.354055786132903,2023,4,23.631227302402223
Obalende,79.68424987693638,Lagos Island,6.4456,3.4205,2023-04,0.14775,6374.598633,179.5788233280182,28.443321736653672,2023,4,24.235030368523958
Dolphin Estate,80.19025220371687,Lagos Island,6.4654,3.4056,2023-04,0.0206,3760.239013671875,164.3534107208252,28.354055786132903,2023,4,23.168437690743833
Yaba,80.19025220371687,Lagos Mainland,6.5167,3.3833,2023-04,0.33595,17687.57617,178.50824785232544,28.354055786132903,2023,4,24.68876563635695
Ebute Metta,80.19025220371687,Lagos Mainland,6.5002,3.3901,2023-04,0.18165,16753.43164,178.50824785232544,28.354055786132903,2023,4,23.607877140451222
Iwaya,80.19025220371687,Lagos Mainland,6.5103,3.3705,2023-04,0.13365,25421.75391,178.50824785232544,28.354055786132903,2023,4,22.71297664
Makoko,80.19025220371687,Lagos Mainland,6.4901,3.4008,2023-04,0.186025,7810.135742,164.3534107208252,28.354055786132903,2023,4,23.468851519181257
Otto,80.19025220371687,Lagos Mainland,6.5205,3.3603,2023-04,0.2506,27635.09375,178.50824785232544,28.354055786132903,2023,4,24.83994446102458
Idi Araba,79.32786618291738,Mushin,6.5333,3.3333,2023-04,0.1875,63879.60156,188.6412010192871,28.33140225,2023,4,19.05811731420951
Itire,79.32786618291738,Mushin,6.5202,3.3401,2023-04,0.153,26604.125,188.6412010192871,28.33140225,2023,4,26.587610227600756
Ilupeju,79.32786618291738,Mushin,6.5403,3.3505,2023-04,0.213,55856.90234,188.6412010192871,28.33140225,2023,4,18.06122274615806
Papa Ajao,79.32786618291738,Mushin,6.5301,3.3208,2023-04,0.3218,32508.74414,188.6412010192871,28.33140225,2023,4,25.122838715344344
Ladipo,79.32786618291738,Mushin,6.5105,3.3303,2023-04,0.13495,29023.78516,188.6412010192871,28.33140225,2023,4,24.54561675926713
Iba,80.30568598389056,Ojo,6.4667,3.2167,2023-04,0.40725,4076.252441,167.62206077575684,28.12376878526476,2023,4,24.850988603712313
Okokomaiko,80.30568598389056,Ojo,6.4502,3.2001,2023-04,0.2349,6108.10791,167.62206077575684,28.12376878526476,2023,4,27.44461493904399
Ajangbadi,80.30568598389056,Ojo,6.4756,3.2305,2023-04,0.46105,2386.742431640625,167.62206077575684,28.12376878526476,2023,4,25.24286656026617
Ilogbo,80.30568598389056,Ojo,6.4603,3.2108,2023-04,0.25235,8872.575195,167.62206077575684,28.12376878526476,2023,4,23.522637587699254
Shibiri,80.30568598389056,Ojo,6.4801,3.2254,2023-04,0.4179,2386.742431640625,167.62206077575684,28.12376878526476,2023,4,24.856516684096665
Isolo,79.32786618291738,Oshodi-Isolo,6.5333,3.3167,2023-04,0.268,22774.2832,188.6412010192871,28.33140225,2023,4,23.286772069024334
Ejigbo,80.88095631812433,Oshodi-Isolo,6.5502,3.3101,2023-04,0.309,13347.73047,181.76510286331177,28.06064215766071,2023,4,25.066770255460483
Okota,79.32786618291738,Oshodi-Isolo,6.5203,3.3205,2023-04,0.28485,24174.91211,188.6412010192871,28.33140225,2023,4,24.089728345424632
Mafoluku,79.32786618291738,Oshodi-Isolo,6.5401,3.3308,2023-04,0.125,40985.85938,188.6412010192871,28.33140225,2023,4,25.197973015940583
Ajao Estate,79.32786618291738,Oshodi-Isolo,6.5305,3.3003,2023-04,0.2695,20912.54492,184.2538704872132,28.33140225,2023,4,24.551480561174557
Bariga,80.19025220371687,Shomolu,6.5333,3.3833,2023-04,0.08595,30146.36328,178.50824785232544,28.354055786132903,2023,4,23.954875231140026
Gbagada,80.19025220371687,Shomolu,6.5202,3.3901,2023-04,0.3615,17687.57617,178.50824785232544,28.354055786132903,2023,4,23.639257194079534
Abule Ijesha,80.19025220371687,Shomolu,6.5403,3.3705,2023-04,0.07615,37081.16797,178.50824785232544,28.354055786132903,2023,4,25.41029838817551
Pedro,80.19025220371687,Shomolu,6.5101,3.3808,2023-04,0.20865,23206.38086,178.50824785232544,28.354055786132903,2023,4,24.076327558105362
Onipanu,80.19025220371687,Shomolu,6.5305,3.3603,2023-04,0.1477,27363.66016,178.50824785232544,28.354055786132903,2023,4,27.57756831568153
Aguda,79.32786618291738,Surulere,6.5,3.35,2023-04,0.15855,24683.78125,188.6412010192871,28.33140225,2023,4,25.659889554128025
Ijesha,79.32786618291738,Surulere,6.5102,3.3401,2023-04,0.1211,26774.75977,188.6412010192871,28.33140225,2023,4,24.29593797645676
Coker,80.19025220371687,Surulere,6.4903,3.3605,2023-04,0.21065,23246.90234,168.8581337928772,28.354055786132903,2023,4,24.503489379787606
Itire-Ikate,79.32786618291738,Surulere,6.5201,3.3308,2023-04,0.12865,21109.36523,188.6412010192871,28.33140225,2023,4,23.01287536932932
Obele,80.19025220371687,Surulere,6.5005,3.3703,2023-04,0.23685,19471.44141,178.50824785232544,28.354055786132903,2023,4,22.351991075614887
Orile Agege,83.37610154072348,Agege,6.6225,3.3105,2023-05,0.12825,27114.00586,152.38855600357056,27.76370755,2023,5,25.626964925433327
Dopemu,83.37610154072348,Agege,6.6167,3.3142,2023-05,0.2015,27114.00586,152.38855600357056,27.76370755,2023,5,30.605743131877848
Onipetesi,83.37610154072348,Agege,6.6278,3.3068,2023-05,0.1475,44994.89063,152.38855600357056,27.76370755,2023,5,23.287995803853892
Isale Odo,83.37610154072348,Agege,6.6189,3.3201,2023-05,0.12435,31679.82422,152.38855600357056,27.76370755,2023,5,24.657866064638014
Mangoro,83.37610154072348,Agege,6.6302,3.3165,2023-05,0.14465,44820.63281,152.38855600357056,27.76370755,2023,5,22.940370638109105
Ajegunle,81.14942528371274,Ajeromi-Ifelodun,6.4531,3.3398,2023-05,0.21155,52191.71094,132.4296112060547,28.07553025522543,2023,5,24.785818319798587
Amukoko,83.62097496220595,Ajeromi-Ifelodun,6.4467,3.3332,2023-05,0.10775,11885.57422,151.67856740951538,27.283807373046898,2023,5,25.50575443225484
Ijora,81.14942528371274,Ajeromi-Ifelodun,6.4603,3.3465,2023-05,0.10485,43028.61719,132.4296112060547,28.07553025522543,2023,5,22.514192795142467
Alayabiagba,81.14942528371274,Ajeromi-Ifelodun,6.4505,3.3278,2023-05,0.20705,68957.99219,132.4296112060547,28.07553025522543,2023,5,24.052406201012616
Tolu,81.14942528371274,Ajeromi-Ifelodun,6.4558,3.3421,2023-05,0.13165,37231.81641,132.4296112060547,28.07553025522543,2023,5,26.898815914288875
Ipaja,83.37610154072348,Alimosho,6.6167,3.2583,2023-05,0.3747,12306.83789,155.82469415664673,27.76370755,2023,5,26.09025173369465
Egbeda,83.37610154072348,Alimosho,6.6056,3.2654,2023-05,0.2322,18111.0625,155.82469415664673,27.76370755,2023,5,27.581588431481144
Idimu,83.37610154072348,Alimosho,6.6278,3.2701,2023-05,0.1985,15481.80957,155.82469415664673,27.76370755,2023,5,30.336703675764984
Akowonjo,83.37610154072348,Alimosho,6.6112,3.2527,2023-05,0.2244,16352.66016,155.82469415664673,27.76370755,2023,5,28.1967881
Abule Egba,83.09313979790466,Alimosho,6.6223,3.2478,2023-05,0.2154,7288.07666,160.3865704536438,27.66768415,2023,5,27.831323433391304
Festac Town,81.14942528371274,Amuwo-Odofin,6.4667,3.2833,2023-05,0.2457,6223.310059,129.48808526992798,28.07553025522543,2023,5,28.526667030934608
Satellite Town,81.14942528371274,Amuwo-Odofin,6.4503,3.2665,2023-05,0.29345,6147.958008,129.48808526992798,28.07553025522543,2023,5,30.78435019
Kirikiri,81.14942528371274,Amuwo-Odofin,6.4601,3.3002,2023-05,0.29435,9774.135742,129.48808526992798,28.07553025522543,2023,5,30.50712676831608
Ijegun,81.14942528371274,Amuwo-Odofin,6.4725,3.2754,2023-05,0.2219,6560.378906,129.48808526992798,28.07553025522543,2023,5,30.964078111681385
Agboju,81.14942528371274,Amuwo-Odofin,6.4556,3.2908,2023-05,0.20795,5521.639648,129.48808526992798,28.07553025522543,2023,5,28.86878992414341
Apapa Wharf,81.03319456745753,Apapa,6.4389,3.3667,2023-05,0.1281,6621.325195,167.64430475234985,28.250563332342324,2023,5,26.689314912817846
Ijora Oloye,81.03319456745753,Apapa,6.4456,3.3554,2023-05,0.2395,10538.95508,167.64430475234985,28.250563332342324,2023,5,26.395996681002945
Olodi,81.03319456745753,Apapa,6.4321,3.3602,2023-05,0.186025,2067.273926,167.64430475234985,28.250563332342324,2023,5,30.118660135958116
Tincan Island,83.62097496220595,Apapa,6.4278,3.3501,2023-05,0.186025,1358.343505859375,151.67856740951538,27.283807373046898,2023,5,27.051713612070902
Sari Iganmu,81.03319456745753,Apapa,6.4403,3.3705,2023-05,0.1205,6621.325195,167.64430475234985,28.250563332342324,2023,5,26.61046598783338
Badagry Town,80.50980213989425,Badagry,6.4167,2.8833,2023-05,0.2096,1841.502441,181.19202375411987,28.160737958518496,2023,5,27.37944522123689
Topo,80.50980213989425,Badagry,6.4002,2.8701,2023-05,0.443,581.0872192382812,126.1106457710266,28.160737958518496,2023,5,28.16919466458712
Ajido,80.50980213989425,Badagry,6.4256,2.8954,2023-05,0.49255,1825.1571044921875,181.19202375411987,28.160737958518496,2023,5,27.635338393774216
Iworo,80.50980213989425,Badagry,6.4103,2.8608,2023-05,0.6363,781.3859863,181.19202375411987,28.160737958518496,2023,5,27.846372241673716
Seme,80.50980213989425,Badagry,6.4301,2.9056,2023-05,0.3846,1364.1773681640625,177.08454275131226,28.160737958518496,2023,5,27.785973437279402
Epe Town,84.29845219586007,Epe,6.5833,3.9833,2023-05,0.2306,2684.831543,162.19969034194946,27.744404688189206,2023,5,28.30584703177935
Ejinrin,84.29845219586007,Epe,6.5701,3.9702,2023-05,0.40715,183.76519775390625,162.19969034194946,27.744404688189206,2023,5,29.209931164432014
Ise,84.29845219586007,Epe,6.5954,3.9956,2023-05,0.3266,1798.640137,162.19969034194946,27.744404688189206,2023,5,27.84552278379554
Odomola,84.29845219586007,Epe,6.5608,3.9603,2023-05,0.3296,326.5197754,162.19969034194946,27.744404688189206,2023,5,29.124983287031114
Agbowa,84.29845219586007,Epe,6.5756,3.9754,2023-05,0.1979,1856.0240478515625,162.19969034194946,27.744404688189206,2023,5,30.501927220903884
Victoria Island,81.03319456745753,Eti-Osa,6.4286,3.4186,2023-05,0.2198,6075.92627,176.65250062942505,28.250563332342324,2023,5,28.026201550900602
Lekki Phase 1,83.62097496220595,Eti-Osa,6.4167,3.4667,2023-05,0.186025,2812.932617,166.52291297912598,27.283807373046898,2023,5,28.015239118116636
Ikoyi,81.03319456745753,Eti-Osa,6.4444,3.4333,2023-05,0.11785,6226.674316,176.65250062942505,28.250563332342324,2023,5,26.57889815211067
Ajah,83.62097496220595,Eti-Osa,6.4003,3.4832,2023-05,0.186025,2198.556641,126.1106457710266,27.283807373046898,2023,5,29.954384554737494
Sangotedo,83.62097496220595,Eti-Osa,6.3901,3.5005,2023-05,0.186025,1732.330566,126.1106457710266,27.283807373046898,2023,5,29.025819909145735
Ibeju,82.67998970357037,Ibeju-Lekki,6.4667,3.6667,2023-05,0.27055,721.3165893554686,167.56600952148438,28.03329392710037,2023,5,27.12626626805057
Lekki Free Zone,82.67998970357037,Ibeju-Lekki,6.4502,3.6832,2023-05,0.36725,730.3173828,167.56600952148438,28.03329392710037,2023,5,27.696945548592765
Akodo,82.88716041855577,Ibeju-Lekki,6.4756,3.6501,2023-05,0.2042,1351.589844,171.33741927146912,28.022126462382687,2023,5,26.689001916198123
Orimedu,82.67998970357037,Ibeju-Lekki,6.4603,3.6705,2023-05,0.32775,873.1000366210938,167.56600952148438,28.03329392710037,2023,5,28.266349581751705
Eleko,82.88716041855577,Ibeju-Lekki,6.4801,3.6408,2023-05,0.293,1107.6112060546875,171.33741927146912,28.022126462382687,2023,5,27.991526583330494
Ogba,83.37610154072348,Ifako-Ijaye,6.6333,3.3333,2023-05,0.1548,12061.75391,152.38855600357056,27.76370755,2023,5,28.214876249216484
Iju Ishaga,83.37610154072348,Ifako-Ijaye,6.6502,3.3201,2023-05,0.1506,28389.60547,152.38855600357056,27.76370755,2023,5,28.294360885704492
Ojodu,83.37610154072348,Ifako-Ijaye,6.6403,3.3405,2023-05,0.14155,11477.36816,152.38855600357056,27.76370755,2023,5,23.583267330979606
Alagbado,83.33195942213807,Ifako-Ijaye,6.6601,3.3108,2023-05,0.1033,29026.18164,160.89043521881104,27.60189481755737,2023,5,26.392097095590763
Ijaiye,83.37610154072348,Ifako-Ijaye,6.6205,3.3254,2023-05,0.0787,18660.7168,152.38855600357056,27.76370755,2023,5,25.83606591957388
Maryland,83.4608841,Ikeja,6.575,3.365,2023-05,0.113,25513,192.34449529647827,27.86517029218777,2023,5,24.07508582595729
Oregun,83.4608841,Ikeja,6.5667,3.3702,2023-05,0.13305,29538.03516,192.34449529647827,27.86517029218777,2023,5,25.91046615637154
Alausa,83.37610154072348,Ikeja,6.5833,3.3501,2023-05,0.1945,29430.25586,169.52637767791748,27.76370755,2023,5,27.120686921150813
Ojota,83.4608841,Ikeja,6.5603,3.3805,2023-05,0.11415,25997.7793,192.34449529647827,27.86517029218777,2023,5,24.869567866237425
Onigbongbo,83.4608841,Ikeja,6.5901,3.3608,2023-05,0.10285,25328.87695,192.34449529647827,27.86517029218777,2023,5,24.681334640115185
Odogunyan,84.60453966970633,Ikorodu,6.6833,3.5167,2023-05,0.18825,3052.742188,172.93894863128662,27.58427206470128,2023,5,27.238716454042518
Igbogbo,84.60453966970633,Ikorodu,6.6702,3.5301,2023-05,0.18775,3572.070801,172.93894863128662,27.58427206470128,2023,5,27.230553441009885
Imota,85.03181906274145,Ikorodu,6.6603,3.5505,2023-05,0.375,1285.665527,171.69026517868042,27.52297439165011,2023,5,26.72574302657558
Ijede,84.60453966970633,Ikorodu,6.6901,3.5408,2023-05,0.3317,1270.9117431640625,172.93894863128662,27.58427206470128,2023,5,28.226088699873568
Agura,84.60453966970633,Ikorodu,6.6756,3.5203,2023-05,0.2486,3621.723633,172.93894863128662,27.58427206470128,2023,5,27.69520352018949
Ketu,83.4608841,Kosofe,6.5833,3.3833,2023-05,0.1458,25533.94531,192.34449529647827,27.86517029218777,2023,5,25.380200232209862
Mile 12,83.4608841,Kosofe,6.5702,3.3901,2023-05,0.172,16760.66211,192.34449529647827,27.86517029218777,2023,5,26.439565183525232
Ojodu Berger,83.4608841,Kosofe,6.5903,3.3705,2023-05,0.2323,22570.35742,192.34449529647827,27.86517029218777,2023,5,27.852368323500446
Magodo,83.4608841,Kosofe,6.6001,3.3608,2023-05,0.16075,28963.81055,178.06663513183594,27.86517029218777,2023,5,29.718798473471708
Alapere,83.4608841,Kosofe,6.5656,3.3954,2023-05,0.22595,17359.45313,192.34449529647827,27.86517029218777,2023,5,25.668445424881572
Idumota,81.98922241373103,Lagos Island,6.4556,3.4,2023-05,0.072,15736.19824,154.1027708053589,28.12953258637469,2023,5,24.595278908408073
Ebute Elefun,81.98922241373103,Lagos Island,6.4503,3.4102,2023-05,0.24625,15303.74219,182.84507989883423,28.12953258637469,2023,5,26.341885976878423
Isale Eko,81.98922241373103,Lagos Island,6.4601,3.3954,2023-05,0.1752,10023.75195,154.1027708053589,28.12953258637469,2023,5,28.416614233566772
Obalende,81.03319456745753,Lagos Island,6.4456,3.4205,2023-05,0.38135,6374.598633,176.65250062942505,28.250563332342324,2023,5,26.359420727195225
Dolphin Estate,81.98922241373103,Lagos Island,6.4654,3.4056,2023-05,0.0171,3760.239013671875,182.84507989883423,28.12953258637469,2023,5,26.016769605532932
Yaba,81.98922241373103,Lagos Mainland,6.5167,3.3833,2023-05,0.28135,17687.57617,191.14610195159912,28.12953258637469,2023,5,27.127639249553713
Ebute Metta,81.98922241373103,Lagos Mainland,6.5002,3.3901,2023-05,0.15215,16753.43164,191.14610195159912,28.12953258637469,2023,5,25.60429526411117
Iwaya,81.98922241373103,Lagos Mainland,6.5103,3.3705,2023-05,0.09585,25421.75391,191.14610195159912,28.12953258637469,2023,5,26.58765847264827
Makoko,81.98922241373103,Lagos Mainland,6.4901,3.4008,2023-05,0.186025,7810.135742,182.84507989883423,28.12953258637469,2023,5,27.35109257846328
Otto,81.98922241373103,Lagos Mainland,6.5205,3.3603,2023-05,0.186,27635.09375,191.14610195159912,28.12953258637469,2023,5,28.43211554640492
Idi Araba,81.14942528371274,Mushin,6.5333,3.3333,2023-05,0.13015,63879.60156,186.47315740585327,28.07553025522543,2023,5,26.260655285162763
Itire,81.14942528371274,Mushin,6.5202,3.3401,2023-05,0.08495,26604.125,186.47315740585327,28.07553025522543,2023,5,25.15476639566994
Ilupeju,81.14942528371274,Mushin,6.5403,3.3505,2023-05,0.1654,55856.90234,186.47315740585327,28.07553025522543,2023,5,24.90091753816922
Papa Ajao,81.14942528371274,Mushin,6.5301,3.3208,2023-05,0.16465,32508.74414,186.47315740585327,28.07553025522543,2023,5,28.892634533270382
Ladipo,81.14942528371274,Mushin,6.5105,3.3303,2023-05,0.10275,29023.78516,186.47315740585327,28.07553025522543,2023,5,27.531838324478397
Iba,81.80086751632024,Ojo,6.4667,3.2167,2023-05,0.4134,4076.252441,145.92304754257202,27.90608091046738,2023,5,27.56462259770455
Okokomaiko,81.80086751632024,Ojo,6.4502,3.2001,2023-05,0.1892,6108.10791,145.92304754257202,27.90608091046738,2023,5,27.600133928720187
Ajangbadi,81.80086751632024,Ojo,6.4756,3.2305,2023-05,0.48285,2386.742431640625,145.92304754257202,27.90608091046738,2023,5,27.339872071171325
Ilogbo,81.80086751632024,Ojo,6.4603,3.2108,2023-05,0.22255,8872.575195,145.92304754257202,27.90608091046738,2023,5,27.707056111675534
Shibiri,81.80086751632024,Ojo,6.4801,3.2254,2023-05,0.40905,2386.742431640625,145.92304754257202,27.90608091046738,2023,5,26.247170506170473
Isolo,81.14942528371274,Oshodi-Isolo,6.5333,3.3167,2023-05,0.1808,22774.2832,186.47315740585327,28.07553025522543,2023,5,28.760545465224347
Ejigbo,83.37610154072348,Oshodi-Isolo,6.5502,3.3101,2023-05,0.17665,13347.73047,169.52637767791748,27.76370755,2023,5,28.011754776572555
Okota,81.14942528371274,Oshodi-Isolo,6.5203,3.3205,2023-05,0.164,24174.91211,186.47315740585327,28.07553025522543,2023,5,27.68688114391549
Mafoluku,81.14942528371274,Oshodi-Isolo,6.5401,3.3308,2023-05,0.11985,40985.85938,186.47315740585327,28.07553025522543,2023,5,26.832569882384607
Ajao Estate,81.14942528371274,Oshodi-Isolo,6.5305,3.3003,2023-05,0.17175,20912.54492,149.1693311,28.07553025522543,2023,5,30.347791909420987
Bariga,81.98922241373103,Shomolu,6.5333,3.3833,2023-05,0.09165,30146.36328,191.14610195159912,28.12953258637469,2023,5,26.236474560582007
Gbagada,81.98922241373103,Shomolu,6.5202,3.3901,2023-05,0.3073,17687.57617,191.14610195159912,28.12953258637469,2023,5,27.70713006530752
Abule Ijesha,81.98922241373103,Shomolu,6.5403,3.3705,2023-05,0.08375,37081.16797,191.14610195159912,28.12953258637469,2023,5,25.694565623076937
Pedro,81.98922241373103,Shomolu,6.5101,3.3808,2023-05,0.18555,23206.38086,191.14610195159912,28.12953258637469,2023,5,28.06840177013786
Onipanu,81.98922241373103,Shomolu,6.5305,3.3603,2023-05,0.15435,27363.66016,191.14610195159912,28.12953258637469,2023,5,29.29866871217174
Aguda,81.14942528371274,Surulere,6.5,3.35,2023-05,0.0817,24683.78125,186.47315740585327,28.07553025522543,2023,5,28.04662675429793
Ijesha,81.14942528371274,Surulere,6.5102,3.3401,2023-05,0.0956,26774.75977,186.47315740585327,28.07553025522543,2023,5,26.638307303622156
Coker,81.98922241373103,Surulere,6.4903,3.3605,2023-05,0.1109,23246.90234,154.1027708053589,28.12953258637469,2023,5,26.489426350774917
Itire-Ikate,81.14942528371274,Surulere,6.5201,3.3308,2023-05,0.09795,21109.36523,186.47315740585327,28.07553025522543,2023,5,25.71714561065201
Obele,81.98922241373103,Surulere,6.5005,3.3703,2023-05,0.16075,19471.44141,191.14610195159912,28.12953258637469,2023,5,29.344009975954396
Orile Agege,87.20111610994712,Agege,6.6225,3.3105,2023-06,0.1513,27114.00586,296.4202766418457,25.86329803466799,2023,6,28.18357010774574
Dopemu,87.20111610994712,Agege,6.6167,3.3142,2023-06,0.15535,27114.00586,296.4202766418457,25.86329803466799,2023,6,30.003389696410817
